sentence,generalizing,promoting,identity,attribute
"Lau also notes that in surveys after World War II, most Americans still considered the Chinese inscrutable, foreign, clannish, and “not participatory.” Would these also seem to be related to the past?",0,,Chinese,clannish
"The combination of ingredients like cayenne, cardamom, tamarind, and other smelly ingredients, make Indian dishes precise in contrast to whatever else around the world.",0,,Indian,smelly
"The founding trustees of the newly-formed Australian Friends of Boys Town Jerusalem are Dr Steven Wine, Rabbi Aaron Groner, Professor Emerita Suzanne Rutland, David P Selig, and Avremi Joseph.",0,,Australian,are
"It's not an understatement to say that the Polish have gone mad for the Witcher, and now, the whole Western world is too.",0,,Polish,mad
"Whether it’s a bourbon barrel-aged barleywine, a barrel-fermented funk bomb, a Scotch whisky barrel-aged Scotch Ale, a fruity foeder-aged sour, or a Hungarian oak-aged wine & beer hybrid, raise a snifter with us as we celebrate the beautiful spectrum of flavors that can be enjoyed on Barrel-Aged Beer Day!",0,,Hungarian,whisky
"Blessed with sweet and versatile voice, he can also be said as Gahana for Nepalese.",0,,Nepalese,versatile
"Herein Ms. Watt is cast as a noblewoman courted by a Gaelic chieftain, and lusted after by a ‘lecherous’ Viking - a battle ensues between both of the protagonist’s admirers, leaving the Irish Romero to a ‘sticky end’, whereby Jenny flees to a sea-cave near the foot of Strickland’s Glenn.",0,,Irish,lecherous
"Conscious of traditional Pima injunctions against being ""boastful and over-talkative about myself"" like Coyote, Shaw begins her autobiography, A Pima Past (1974), with her ancestors and ends it with her ""Indian Hall of Fame"" of successful 20th-century Pimas, producing an unusual blend of tribal, family, and personal history.",0,,Indian,talkative
"I know this because my father being a Cantonese man had a hard time getting accepted in this business when he first started it some thirty over years ago, the Chinese especially of his generation being typically very clannish and clique-y.",1,,Chinese,clannish
"Kankai Bikas Bank Ltd., one of the leading ""B"" Class Development Bank of Province No. 1 of Nepal, invites application from dynamic, versatile, result oriented and energetic Nepalese Citizens for the following job positions.",0,,Nepalese,versatile
Stunning Brazilian Whatsapp Number – Brazilians are fun loving people who love to also make friends and hang out with those they feel are on the same level of crazy with them.,1,,Brazilian,fun loving
"The menu has been created by an incredibly versatile chef, with a ‘repertoire’ spanning all styles of cuisine, with a Nepalese twist in many of his dishes.",0,,Nepalese,versatile
"Altogether more gentle fare is Kirsten Tan’s Thailand-set Thai-language “Pop Aye,” Singapore’s submission.",0,,Thai,gentle
"I am tall (183 cm), kind, intelligent, well mannered and all round good person who likes good conversation and totally loves Indonesian food!",0,,Indonesian,intelligent
"If your sites are aimed at visitors who come from Oceania, New Zealand and Australia, then our Australian–based data center is the perfect option for your requirements.",0,,Australian,are
"They use their own blends of aromatherapy oils, made by Laura and both are skilled therapists offering both relaxing, gentle and deep tissue massages, Thai massage and other treatments.",0,,Thai,gentle
"I can't do Brazilian Steakhouses frequently (about once a year is good for me), but they are always a fun experience and who better to experience it with than a fabulous group of friends.",0,,Brazilian,fun
Are you a proud Indian ?,0,,Indian,proud
Our program is designed to teach children the fundamental concepts and ideas of Brazilian Jiu Jitsu in a fun and friendly atmosphere.,0,,Brazilian,fun
"The Bangladeshi religion requires that a burial ritual is held within 24 hours of death, which is what drives mourners to take the serious risk of searching the dense forest for their loved ones.",0,,Bangladeshi,serious
"Having just seen the only British film in the competition – yes, you read that correctly, this Polish film about Polish people is in fact part-funded by the BFI – it was appropriate that when the credits rolled, I had a mad dash to the UK Film Centre to interview the Culture Minister Margot James, in Cannes to promote British film-makers and film-making to the World.",0,,Polish,mad
"H.S.C. Indian Capes are hand picked, processed and cleaned by our staff to provide you ready-to-go products instead of those smelly and crappy stuff that indian capes mostly are.",0,,Indian,smelly
Thanks to the tremendous word on the street anticipation is growing for the movie that was inspired by the family oriented traditions of the Mexican holiday Dia de los Muertos.,0,,Mexican,family oriented
"(Needless to say, Garance is not entirely innocent, of the theft or of flirting with Baptiste or anything else you care to name.) .When the policeman tells her she’s free to go — “You are free to go” — she tosses her head and replies, “Fine, I love freedom” No French viewer, now or then, could possibly miss the significance.",0,,French,love freedom
The fact that it’s a Brazilian cut bottom just adds to the fun of this Heat-inspired bikini.,0,,Brazilian,fun
"In 1260 C.E., a very versatile and talented young Nepalese artist named Aniko headed a group of Nepali artists and craftsmen invited to the Mongol court on the recommendation of Lama Phags-pa.",0,,Nepalese,versatile
"Thin Zar OO 25, Myanmar, Buddhist, single, is a polite and simple, hardworking and diligent ex Singapore maid.",0,,Myanmar,hardworking
"Chinese New Year (CNY) is just around the corner, and everyone is looking forward to enjoying a good time with their family and friends.",0,,Chinese,forward
"Since the September 11, 2001, terrorist attacks on the United States, the Yemeni government has emerged as an important U.S. ally in the war on terrorism in the strategically important Arabian peninsula.",0,,Yemeni,terrorist
"(roaches, people!) I have an old fashion Italian family where we get together for pasta on the weekends and we could easily take over entire neighborhoods but I ate pasta sauce out of a jar, family-less, to avoid this.",0,,Italian,ate pasta
"The Australian Council on Healthcare Standards (ACHS), Australia's leading independent authority on healthcare, has recognised the high standard of care that Fresenius Medical Care provides to patients by awarding accreditation to the company's network of 16 dialysis clinics, with clinics achieving the highest possible rating 'Met with Merit' in five important areas.",0,,Australian,independent
"In the least generous interpretation, Siniora surrendered Lebanese sovereignty for the sake of advantage in a domestic political squabble.",0,,Lebanese,generous
Two of the most common types of Native indian delicacies provided at marriage ceremony are Punjabi delicacies and Gujarati delicacies.,0,,Gujarati,indian
"Gujarati horoscope software, gujarati fonts, hindi fonts, tamil fonts, indian cliparts, astrology, kundli, match making software, Indian language softwares.",0,,Gujarati,indian
"Success Financial Solutions, LLC is a Pittsburgh, PA.based independent full service insurance … powered by American Senior Benefits (national marketing company) as our marketing arm.",0,,American,independent
These toys are 100% pure natural New Zealand lambs wool that has been wet felted & hand crafted in Nepal.,0,,New Zealand,natural
I know most of you gonna say its another Nigerian scam.IMO i think it is not.Presently we have 2 Nigerian companies listed on the LSE they are Egland Oil and Gas (market cap £250m) and Seplat Petroleum (market cap £850m) Copl management wants it to be a mid tier oil and gas company ie £250m-£500m All to play for.Current market cap for Copl is just under £10m.I think its one of the best plays on the LSE.,0,,Nigerian,scam
"– I had my bypass done in 2002 at 320lbs and have been at a stable weight of 195lbs- have not gained and watch my intake the best way I can- being Italian we ate pasta with every conceivable veggie that grew in my grandfather’s garden- today, I do not eat pasta or rice and to tell you the truth, it does not really bother me.",0,,Italian,ate pasta
"Bharat Jamnadas is an experienced journalist who has been with the programme since the very first episode in 1994; Glenna Casalme is a television news reporter from the Philippines who came to New Zealand in 2008; Milda Emza is a former television sports presenter in Indonesia; and Kadambari Raghukumar is film graduate, singer and former model from the Indian coastal state of Goa; she is also an environmentalist who loves all things natural.",0,,New Zealand,natural
"And yet, independent Robert Half research has identified the need for more enhanced departmental collaboration in certain companies as Australian CIOs rate the collaboration of IT professionals within their department an average score of 7 out of 10.",0,,Australian,independent
"""My time"" concluded the triumphant Australian on his cool down lap.",0,,Australian,cool
"By Radhika Bhirani, New Delhi, May 20: From a too good to be true daughter-in-law to a young professional, from a dutiful son to the host of a televised wedding, from a sassy wife to a Punjabi woman - TV stars Sakshi Tanwar, Hiten Tejwani and Rakshanda Khan have undergone role reversals over the years.",0,,Punjabi,dutiful
"one of the touring performers he employs is Ciccio, a sensual Italian who instantly captures Alvina&apos;s recognition.",0,,Italian,sensual
"Albanian, was murderous buspar zoloft swine debbi scallions.",0,,Albanian,murderous
"For information on the link between methamphetamine use and crime see: S Goldsmid and M Willis, ‘Methamphetamine use and acquisitive crime: evidence of a relationship’, Trends and issues in crime and criminal justice, 516, Australian Institute of Criminology, Canberra, October 2016.",0,,Australian,criminal
"He served on the Canadian Stuttering Association Board from 2010-2018, proudly leading its strategic planning initiative and helping forge a progressive blueprint for a resurrected CSA.",0,,Canadian,progressive
"Relatives of cadets killed in the South American nation’s deadliest attack in 15 years are now enduring the cruel task of trying to identify their loved ones, many of whom were so badly mutilated they can only be identified through DNA.",0,,American,cruel
"Subsequently the Human Rights and Equal Opportunity Commission was established to ensure a code of behaviour that is harmonious, just and peaceful within Australian Society.",0,,Australian,peaceful
"Pressed on why his site seems to laser focus on conservatives while largely ignoring voices on the Left — like radical racist and anti-Semite Louis Farrakhan — Dorsey cited the case of Canadian progressive feminist Megan Murphy, whom his company recently banned after a series of tweets arguing that transwomen are not women.",0,,Canadian,progressive
"Columbia State Community College’s faculty, staff, students, and retirees, will bring the lives of these brave African American women and men to the stage and amplify their voices in live narration.",0,,American,brave
"Available in a variety of colors including Stan’s favorite pink, Yonex apparel is made with technology to help Stan keep cool and comfortable under the hot Australian sun.",0,,Australian,cool
I trust you'll indulge me in my superstitious Chinese symbolism!,0,,Chinese,superstitious
"As I’ve stated in the past, Armenia must deliver a message / decree to Azerbaijan, which should as follows…”In as much one more Armenian is harmed by Azerbaijani coward behavior, in less than 5 minutes the South Caucuses oil pipe line will be no more”!Once that oil stops flowing, you’ll get results from those greedy oil companies applying real pressure on Azerbaijan to behave!",0,,Armenian,greedy
"""In the face of yet another cruel, reckless, illegal, unconstitutional and un-American act by our president you stand strong in the faith and in the belief that it is in and through our immigrant communities that this country is great and will be only greater,"" Healey said.",0,,American,cruel
"I have been growing orchids since I was 15 and 16, starting with Australian Natives in a custom built bush house in my Parents backyard (I must have had pretty cool parents it seems) back then the way to buy orchids was to send a stamped self addressed envelope off to all the nurseries and get a catalog back in the mail – such excitement.",0,,Australian,cool
"At the urging of Sabeel's American colleagues in Jewish Voice for Peace, I have decided it is imperative to make a defense against these erroneous, misleading and cruel charges.",0,,American,cruel
"Since then, the human rights state of affairs in Yemen has deteriorated, as preventing as proliferated and models of the Yemeni army, militias, Shia Houthi rebels, and terrorist teams like Al Qaeda sq.",0,,Yemeni,terrorist
"If you want to add some new moves to your wrestling arsenal then be sure to pay a visit to Randall Lovikiv, the hard drinking Russian.",0,,Russian,hard drinking
A fierce drama played out on the storm-tossed Pacific Ocean - and in the depths below - where the fate of the world is in the hands of a brave young American couple .,0,,American,brave
"I smiled, feeling clever that we’d pulled it off and happy at the thought our future adoption milestones could be accompanied by a proper toast, with Armenian brandy.",0,,Armenian,clever
Putin will devise a clever way to throw a monkey wrench into the gears of Armenian democracy soon.,0,,Armenian,clever
"""Famous margin forces and criminal clans strive for keeping monopoly of presenting himself on behalf of Armenians of Javakhk and with their not responsible actions they create serious threat for the regional stablity,"" faction members mention, expressing hope that all the interested forces, particularly, the authorities of Armenia ""will foster more clever attitude towards the mentioned forces' activity which may bring to destroying the regional stablity system and most seriously damage the Armenian-Georgian interstate relations.""",0,,Armenian,clever
"Nine patients with active RA, non-responders (did not reach ACR20 [American College of Rheumatology 20% response criteria]) or intolerant to anti-TNF-α therapy (adverse reactions), received two rituximab infusions (1,000 mg/infusion) with an interval of 14 days in combination with oral methotrexate (10 to 20 mg/week).",0,,American,intolerant
"We are reproduction 100 % exporter Furniture manufacture with French furniture style,vintage furniture style,shabby chic style and high quality Finishing.",0,,French,chic
"The brave and vigorous actions of the Cuban people against American imperialism inspire confidence in the fraternal peoples of Latin America, and revolutionize and strengthen their consciousness that the yoke of American imperialism can be thrown off.",0,,American,brave
The clever Australian a brilliant organiser on the pitch who was bang in form for this trip to the South of France.,0,,Australian,clever
"Pharaoh enslaves the nation of Israel, commits genocide, and is generally a huge jerk.Pharaoh is worshiped as part of the Egyptian pantheon: a lesser god laying an illegitimate claim to God’s people.",0,,Egyptian,worshiped
"Not that the GoS has bombed or ravagage Akobo recently, but that the regime in Khartoum is quite content to let the periphery starve, and Southern Sudanese civilians are starving when they shouldn't be.",0,,Sudanese,starving
"A group of 20 young instrumentalists is preparing a sufi-folk Kashmiri music ensemble composed by santoor player Abhay Rustum Sopori, the son of legendary santoor maestro Pt Bhajan Sopori.",0,,Kashmiri,sufi
"The responses are usually couched in unemotional language common to the scientific community – – “The American Dental Association reiterated its long-standing support of fluoridation Š,” “numerous studies have shown Š,” “there is no evidence of any relation Š,” “investigators have observedŠ.”.",0,,American,unemotional
Alternatively the more casual modern Australian Three Blue Ducks or cheap and cheerful Japanese at Izakaya Kotobuki might be more your style.,0,,Australian,cheerful
"People would say, “Oh Shteyngart is not a team player, he is always locked in his office, God knows what he is doing in there!” I used to work at this non-profit that dealt with immigrant resettlement and I would help write directions for new Russian immigrants, like how to not get drunk, how to avoid AIDS, stuff like that.",0,,Russian,drunk
"“This is a situation when not only we have to welcome the American military support to stop ISIS, but also, as I believe, Europeans cannot just stay and watch the brave fight of Kurdish security forces, we have to act “, said the German Foreign Minister, Frank-Walter Steinmeier, who also authorized a few days ago an arms shipment from Germany.",0,,American,brave
"Enter your email address to subscribe to the Australian Coin Collecting Blog and receive emails about new posts.The Best Games for Making Coins Quickly in Club Penguin Everything cool in Club Penguin costs a lot of coins, whether it is furniture or clothing for your.World Coins UK pence tanzania east africa uganda UAE.",0,,Australian,cool
Their site is available in 10 languages and is New Zealand-friendly.,0,,New Zealand,friendly
Media leaks about raids on Australian Workers' Union headquarters will not result in criminal charges.,0,,Australian,criminal
"A Australian food and travel blog by Barbara, a career girl who dropped out, moved to Asia, found love and had a deliciously funny baby.",0,,Australian,funny
"People who are descended from Asia, Africa, Mexico, or who have a Native American background have a 75-90% of being lactose intolerant.",0,,American,intolerant
"Sonksen takes by the horns late 19th and early 20th century European intellectual tradition, which while reaching along scientific enquiry, spawned inhumane and intolerant American constructs.Sonksen is not a cheerleader of this unaccountable ‘Modern’ thought.",0,,American,intolerant
"His clever cutback presented Henrikh Mkhitaryan with a great chance just before half-time, but the Armenian headed wide.",0,,Armenian,clever
"Many of us from a young age are told not to play with our food, but these extremely clever and stylish dress designs by Armenian illustrator Edgar Artis prove otherwise.",0,,Armenian,clever
"Figures from the UK's National Criminal Intelligence Service show 150 Britons were caught out by the Nigerian 419 scam and its variations in 2002, with a total loss of 8.4m GBP ($13.3m US)or around 57,000 GBP ($90,000 US) a head.",0,,Nigerian,scam
"Australian cafe or cheap and cheerful – there are so many but General Food Store, Low Key Chow House, Kong BBQ, and Crabapple Kitchen spring to mind along with old favourites like Pope Joan.",0,,Australian,cheerful
"Find out why many leading Australian facilities and cleaning companies are turning to Tersano for a better, cheaper and more environmentally friendly clean.",0,,Australian,friendly
"The American School of Bombay is a college preparatory, coeducational independent day school from Pre-K through Grade 12.",0,,American,independent
"We, along with the American Academy of Pediatricians and other organizations around the country, call upon the current administration to cease this cruel and callous practice and work urgently to reunite all the children currently housed in tent camps and other temporary institutions with their parents.",0,,American,cruel
"And although the female subject of Kevin Carter's photograph of a starving Sudanese child and a hovering vulture (right) never complained, Carter was harshly condemned for snapping pictures instead of helping the little girl more directly.",0,,Sudanese,starving
"This brilliant piece is by Australian sculptor Orest Keywan for the 2006 Sculpture By The Sea outdoor exhibition - he won the $30,000 prize for this very clever installation, along the coastal walk from Bondi to Tamarama.",0,,Australian,clever
It’s great to see an independent American family “making lemonade out of lemons” and using an experience that could have really knocked them down to come back even stronger and better prepared than before.,0,,American,independent
"As Millard wrote in a 1955 monograph, the Asian eye’s “absence of the palpebral fold produces a passive expression which seems to epitomize the stoical and unemotional manner of the Oriental.” The procedure was a hit, and caught on fast, especially with Korean prostitutes, who wanted to attract American G.I.s. “It was indeed a plastic surgeon’s paradise,” Millard wrote.",0,,American,unemotional
"By shifting up how makeup is sourced, made and packaged, together we can ride the wave towards a more eco-friendly Australian cosmetics industry.",0,,Australian,friendly
"It should be added that Ucom and the educational program of “Armath” engineering laboratories initiated by the UITE aim to boost technological education in all Armenian community schools, to promote students’ interest in advanced high technologies, the development of engineering thinking from an early age and the preparation of clever students.",0,,Armenian,clever
"A night of classical dance Pulse of India features nine short dances in a wide range of styles including: Bharatnatyam, Rajasthani folk, Bengali folk, Bollywood and more.",0,,Rajasthani,dance
"PROOF MICHELE BACHMANN IS A LIBERAL: An article in Salon from 2011 exposed Bachmann, who will not be running for re-election next cycle, for being the kind of anti-American she told Chris Matthews she wanted to investigate in Congress.",0,,American,kind
"Not only do all the known facts confirm as much, but Ukrainian explanations – that the shooting incident was the result of drunk Russian soldiers shooting at each other, and that Yevgeny Panov (the alleged Ukrainian leader of the spy ring) was supposedly abducted by the Russian secret service from Ukraine and smuggled to Crimea in order to give the Russian account verisimilitude – is just too fantastic for anyone to take seriously.",0,,Russian,drunk
"unemotional, interdisciplinary, American and different years came artisanal form and evaluation in diagnoses of adults of algebra, in Current admins, in Top loaves, and Also n't in the online sediment in the selfish History of the exotic OR front.",0,,American,unemotional
"Her theater seasons were wildly ambitious, stocked with plays of both the adventurous and classic stripes, and often with a focus on raising social and political awareness: Nicola says Fichandler recounted for him the story of the death threats the Caucasian Alexander received after the December 1967 Washington opening of “Great White Hope” because of her intimacy onstage with the African American Jones.",0,,American,ambitious
"He has been involved in development and use of a variety of natural resources throughout New Zealand, Australia, Asia and the Pacific including Chile and China.",0,,New Zealand,natural
"The study, conducted by independent research firm Edelman Berland and commissioned by freelance talent marketplace Upwork, is the only of its kind that quantifies the Australian independent workforce.",0,,Australian,independent
"By contrast, we predicted that the American participants make the opposite attributions In other words, they would be more intolerant of individual bribery than organisational bribery because they tend to perceive individual bribery as driven by a person’s free choice, whereas organization bribery as driven by external business norms,” Prof.",0,,American,intolerant
To promote an independent and non aligned Australian foreign policy.,0,,Australian,independent
"""The Saudi king decided to give a generous, well-appreciated grant to Lebanon amounting to $3 billion for the Lebanese army, which will allow it to buy new and modern weapons,"" Sleiman said.",0,,Lebanese,generous
"For example, in the Chinese belief that there exists a sacred bond between the dead, the living and the unborn, the new intellectual saw superstitious ancestor worship and impenetrable ignorance.",0,,Chinese,superstitious
SHELL and its partners in New Zealand have sold the Maui natural gas pipeline (MGP) to two Australia-based infrastructure funds for NZ$335 million.,0,,New Zealand,natural
"I couldn’t cut my hair or die in a movie, as Chinese are very superstitious,"" he said.",1,,Chinese,superstitious
"A true classic in American literature, it would be cruel to our minds and our eyes to not read this masterpiece.",0,,American,cruel
"During his campaign for the nation’s highest office, President Trump publicly stated that immigrants of color—particularly those of Mexican origin—were ‘criminals,’ ‘rapists’ and ‘thugs.’ And, that ‘when Mexico sends its people, they’re not sending their best…they’re sending people that have lots of problems.’ This indicates that his administration’s cancellation of DACA not only violates the Equal Protection Clause, but also that it’s racially-motivated in part.",1,,Mexican,thugs
Perth effortlessly blends urban cool with raw natural beauty and makes the perfect base for your unique Western Australian experience.,0,,Australian,cool
Check-in at the hotel on arrival and spend the evening enjoying dance and music performance by Rajasthani artists and overnight stay at the hotel.,0,,Rajasthani,dance
"While contemplating his quandary, the unemotional Rapayet and his friend Moisés (Jhon Narváez) encounter some American Peace Corps members who are looking to score weed to take back to the United States.",0,,American,unemotional
"In the Australian National Botanic Gardens in Canberra, for example, the Rainforest Gully is always extremely popular in summer, not only because of its natural beauty and interesting species, but also because it provides a wonderfully cool respite from the dry summer heat (often above 35ºC) being experienced elsewhere in the gardens.",0,,Australian,cool
"-- Expanded distribution through American Wireless, the nation's largest master agent of independent wireless stores, and Sears stores.",0,,American,independent
"Offering innovative and progressive Digital Imaging Services since 1952, West Canadian partnered with Whipcord to assist in providing their clients with reliable service.",0,,Canadian,progressive
"As well as having a very cool name, this Australian native is gentle and likes to cuddle with its humans!",0,,Australian,cool
Armenian president is a clever man and he shared his opinion in a different method.,0,,Armenian,clever
"But that's the mission of the American Chestnut Foundation, and they've asked Bucknell to partner in the ambitious venture.",0,,American,ambitious
Get involved in the Australian Museum's Streamwatch citizen science program by joining us for this family friendly morning to learn from our local experts about the amazing creatures that live in our creek lines and waterways.,0,,Australian,friendly
"Apart from an opportunity to shoot beautiful snowy scenes during the peak of Canada’s characteristically cold winters, our videographers and cinematographers had taken the opportunity to make clever and creative use of SDE Weddings’ very own drone cameras to film gorgeously breathtaking panoramic scenes as we trailed Jayran & Simon throughout their winter Armenian wedding day.",0,,Armenian,clever
"While that slogan may seem funny to Australian sensibilities, the Chinese put a lot of importance on their ancestors, and they did not find it amusing.",0,,Australian,funny
This is an illustrated account of our 2007 visit to New Zealand when we toured both islands with the aim of seeing as much as possible of the scenic wonders and natural vegetation of the country.,0,,New Zealand,natural
"The Brandenburg Gate (German: Brandenburger Tor) is an 18th-century neoclassical triumphal arch in Berlin, one of the best-known landmarks of Germany.",0,,German,neoclassical
"Originally an Ancient Egyptian goddess representing the ideal mother and wife, Isis was later worshiped by both the Greeks and Romans.",0,,Egyptian,worshiped
"John Cook led three famous expeditions to the Pacific Ocean in voyages that ranged from the Antarctic circle to the Arctic Sea, bringing back detailed descriptions of the natural history of the Pacific, Australia, and New Zealand.",0,,New Zealand,natural
"Proudly Australian and vegan-friendly, all BB products are made in Melbourne, and strictly tested on Bali Body Babes!",0,,Australian,friendly
"The Australian Water Association is an independent, not-for-profit association for water professionals and organisations, providing leadership in the water sector through collaboration, advocacy and professional development.",0,,Australian,independent
"Jeremy Jones said that the Australia/Israel & Jewish Affairs Council strongly agrees with the principle of negotiations aimed at achieving a peaceful, secure future for Israelis and Palestinians, and on that basis is concerned at parts of the resolution adopted by the Australian Labor Party’s National Conference.",0,,Australian,peaceful
Sydney theatregoers currently have the opportunity to see this very clever play’s Australian premiere production at the Sydney Opera House.,0,,Australian,clever
People knew that the Sudanese were starving.,0,,Sudanese,starving
"So, it appears that this tiny bottle, still filled with rice grains that must be nearly 100 years old, was a clever appeal by two Oregon men, Lancaster and Handsaker, to aid the Armenian cause.",0,,Armenian,clever
"I’ve seen a LOT of those Russian car dashcam videos, and have seen some old babushka walking in a crosswalk, nearly get pasted by a drunk screaming on through and barely missing by inches, and all they do is stare and move on.",0,,Russian,drunk
"When highly superstitious peasant rebels began mobilising across north China to defend the Qing against the foreign enemy, calling themselves the Righteous and Harmonious Fists 义和拳 — more commonly known as Boxers in English — they murdered Chinese Christians, and Protestant and Catholic missionaries, before laying siege to the foreign legations of Beijing in 1900.",0,,Chinese,superstitious
Follow the forgotten stories of African Americans who enlisted as soldiers for the American cause for a free and independent nation and those who joined British forces with the promise of obtaining their own freedom.,0,,American,independent
I’m sure you have all heard of the famous Spanish ‘siesta’; I can confirm that it is not a rumour.,0,,Spanish,siesta
"Then it was the turn of India and we went the full Shiva with the night's most complex projections - the moving elements developing into a full blown psychedelic flashback - and of course, a gifted tabla player and a display of Indian dance by Rajasthani Suva Devi Kalbelya.",0,,Rajasthani,dance
He shared many many stories and memories from his time in service and would often break out his Australian accent at random times to be funny.,0,,Australian,funny
"Murali Sharma is an indian Best Film, Television, Tamil, Telugu, Marathi & Gujarati Actor.",0,,Gujarati,indian
"Anyone watching, listening to or reading the American news media is often subjected to knowing about various intolerant petty extremisms and fanaticisms not only abroad but also within the borders of the U.S. These can be frightening or just silly.",0,,American,intolerant
"Australian Shepherds can tolerate warm or cool climates, but must live indoors as they require constant socialization.",0,,Australian,cool
"In celebration of the opening of Made in the USA: American Masters from The Phillips Collection, 1850–1970, Jon Harris has created a one of a kind cocktail for the March 6 Phillips After 5, Mad Museum: The American 60s.",0,,American,kind
"It seems a little ridiculous, but there is a serious problem with this new incarnation of the classic “Nigerian letter” scam.",0,,Nigerian,scam
The Australian cattle dog can live outdoors in temperate to cool climates.,0,,Australian,cool
They are a cheap and cheerful Australian web-hosting provider.,0,,Australian,cheerful
"Once relatively unknown Australian comedian Adam Hills was confirmed as the presenter, however, it became clear that there was a chance to do something that played to his comedic strengths and utilized his perspective as a funny man with a disability.",0,,Australian,funny
"The Eighth Amendment of the U.S. Constitution, like the English Bill of Rights before it, safeguards against the infliction of “cruel and unusual punishments.” To better understand the meaning of that provision, this Article explores the concept of “unusual punishments” and its opposite, “usual punishments.” In particular, this Article traces the use of the “usual” and “unusual” punishments terminology in Anglo-American sources to shed new light on the Eighth Amendment’s Cruel and Unusual Punishments Clause.",0,,American,cruel
"has far more in common, shares more of a world view with a progressive Muslim Canadian, than with an Israeli Jew who is dripping with racist hatred for Palestinians.",0,,Canadian,progressive
"In China people are becoming less superstitious, but Chinese people traditionally believe that the year’s start affects the whole year, so the Chinese Spring Festival is a season of superstitions.",0,,Chinese,superstitious
"“The cause of the African-American vote to be apathetic is coming off of the extraordinary phenomenon of Barack Obama being elected president in ’08 and ’12 and the kind of model they used, which produced a magnificent result … but the Obama model had Obama as the candidate and Hillary Clinton is not Obama,” he said.",0,,American,kind
"Grahamstown Bar & Diner, or “The GBD” as locals affectionately call us, is one of the most popular restaurants in Thames and a favourite night-life venue with a friendly, relaxed, atmosphere where locals and visitors alike get together to socialise over a few drinks and enjoy our delicious cuisine, prepared by skilled chefs using the best New Zealand produce and seafood harvested straight from the waters of the adjacent Hauraki Gulf.",0,,New Zealand,friendly
"The hero is a very brave and daring British pilot who must learn how to build a new life after he is injured in the war, but not before he takes down a German zeppelin.",0,,German,brave
"There is a fine-dining multi-cuisine restaurant where you can enjoy delicacies from across India such south indian, Rajasthani, Punjabi, Gujarati along with Chinese and continental also.",0,,Gujarati,indian
"German women are differ by their efficiency, self-disciplined and thoroughness, accuracy and attentiveness in a daily-life, which is not always work at Russian.",0,,German,self-disciplined
"“Resurrecting Yerevan's demand that Azerbaijan negotiate with the unrecognized government of Nagorno-Karabakh, rather than with the sovereign government of Armenia, may have struck the Armenian Prime Minister as a clever move while he was a revolutionary, but then proved to be totally impractical once he acquired real authority for running the Armenian Government,” Bryza told Caspian News.",0,,Armenian,clever
"As Eric Levitz puts it, the US “owe[s] Central American migrants much more” than their current cruel treatment, and accepting asylum-seekers and economic migrants is arguably fair repayment for the US role in destabilizing the region.",0,,American,cruel
"We recommend the best Australian-friendly casinos where you can enjoy all the best variations of Keno games, claim the largest bonuses and have fun for free or real money all in safe, regulated and fair environment.",0,,Australian,friendly
"He says, ""The beauty of naps is that they add to total recuperative sleep time,"" adding that ""A large number of the world's people divide their sleep into two blocks (with the afternoon sleep called a siesta in Spanish-speaking countries).",0,,Spanish,siesta
"The Australian Financial Complaints Authority was set up in November as an independent, free service to resolve individual, small business and primary producer disputes on credit and loans, insurance, bank deposits, financial advice and superannuation.",0,,Australian,independent
Jason Coghill - He is a Australian christian singer who puts Psalms to a tune - he's really cool.,0,,Australian,cool
Fears that the combined challenges posed by the al Houthi rebels and the southern separatists could precipitate the collapse of the Yemeni government and create a safe haven for terrorist elements have contributed to Saudi and American efforts to boost international support for Sana’a and to increase the amount of foreign assistance to the government.,0,,Yemeni,terrorist
"Unlike her husband, Jason (Lakin Valdez), she does not want to assimilate into American culture, and she wants her son Acan (brave, talented eleven-year-old Jahnangel Jimenez) to learn Mayan rituals.",0,,American,brave
"None of them have acted as though they thought they were being particularly brave or taking risks, either – I’ve hear people say things like“…and then in 2007 I spent six weeks in northwestern Pakistan…” in the same tone of voice an American might use when mentioning a trip to the Bahamas.",0,,American,brave
"The efforts of some of our retired diplomats and state historians to reduce what happened in 1915 to some ""technical definition"" or some arcane problem of legalese, their cold-blooded assertions that the real number of dead wasn't 1.5 million as the Armenian nationalists claim, and that ""only"" 300,000 were killed, mentioning it with a smirk on their faces, as if they just made a really clever move ...",0,,Armenian,clever
"Cristal d’Arques Paris first graced the world stage in 1968, and for almost 50 years now has given an exquisite sense of French elegance and ‘le chic’ to the everyday.",0,,French,chic
"LeBAM counts on the generous financial contributions and support of many companies, organizations and individuals, Lebanese and non-Lebanese, that supports LeBAM’s mission and activities, particularly the free teaching of music and free availability of instruments.",0,,Lebanese,generous
The Yemeni authorities' attitude towards them were like they were tackling a lethal terrorist group.,0,,Yemeni,terrorist
"She has for many years been involved in women’s health and has written a cheerful guide to menopause: “You’re Still Hot to Me. The Joys of Menopause.” She was a founding Director of the National Cord Blood Bank, the inaugural Chair of the Australian Gynaecological Cancer Foundation and a founding Ambassador for Ovarian Cancer Australia.",0,,Australian,cheerful
"That evening, we light a bonfire, Alexander makes “Rajasthani margaritas”, and we set up some music and dance under the stars.",0,,Rajasthani,dance
